trade_date,next_trade_date,strategy_return,benchmark_return,excess_return,strategy_nav,benchmark_nav,excess_nav,selected_count,date_security_count,cash_weight,benchmark_source,selected_codes,portfolio_value,cash,invested_value,buy_turnover,sell_turnover,commission,dividend_cash,defensive_state,effective_target_exposure,experiment_layer
2021-06-17,,0.0,0.004212192131074044,-0.004212192131074044,1.0,1.0080555292109257,0.988999692628996,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-18,,0.0,0.00011368336048023231,-0.00011368336048023231,1.0,1.0081701283510371,0.988887259820424,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-21,,0.0,-0.0023674808475110387,0.0023674808475110387,1.0,1.0057833048811333,0.9912284314683967,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-22,,0.0,0.006241172090939884,-0.006241172090939884,1.0,1.0120605715730908,0.98504200424617,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-23,,0.0,0.004925656363721664,-0.004925656363721664,1.0,1.0170456341679317,0.9801900258294217,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-24,,0.0,0.001666864177767735,-0.001666864177767735,1.0,1.0187409111026813,0.9785561821879615,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-25,,0.0,0.016291793784680708,-0.016291793784680708,1.0,1.035338027946384,0.9626137466610307,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-28,,0.0,0.002250012881753083,-0.002250012881753083,1.0,1.0376675518462322,0.9604478533308908,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-29,,0.0,-0.011657044495559599,0.011657044495559599,1.0,1.0255714150227622,0.9716438366928338,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-06-30,,0.0,0.006454049097011083,-0.006454049097011083,1.0,1.0321905032878103,0.9653727996660101,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-01,,0.0,0.0010757957442897315,-0.0010757957442897315,1.0,1.0333009294385436,0.9643342557164764,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-02,,0.0,-0.028403376127702384,0.028403376127702384,1.0,1.003951694486596,0.9917246042944192,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-05,,0.0,0.0009190887048524665,-0.0009190887048524665,1.0,1.0048744151492162,0.990813121412288,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-06,,0.0,-0.000528924709828682,0.000528924709828682,1.0,1.004342912240769,0.9913371869550255,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-07,,0.0,0.011290354311345396,-0.011290354311345396,1.0,1.0156822995700558,0.9801446388722908,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-08,,0.0,-0.010160509990292721,0.010160509990292721,1.0,1.0053624494183109,0.9901034082674844,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-09,,0.0,-0.0036987103646434205,0.0036987103646434205,1.0,1.001643904906424,0.9937655140057122,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-12,,0.0,0.012480668476202661,-0.012480668476202661,1.0,1.0141450904147702,0.9813626560823238,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-13,,0.0,0.001829442925861846,-0.001829442925861846,1.0,1.016000410976227,0.9795673091134489,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-14,,0.0,-0.011477800898465729,0.011477800898465729,1.0,1.0043389605462825,0.9908105876540989,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-15,,0.0,0.013452473697049827,-0.013452473697049827,1.0,1.0178498039959536,0.9774817342849237,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-16,,0.0,-0.011004647226223185,0.011004647226223185,1.0,1.0066487259736978,0.988238575940806,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-19,,0.0,0.003674356251606836,-0.003674356251606836,1.0,1.0103475120131513,0.9846074353512189,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-20,,0.0,-0.0008800251882764565,0.0008800251882764565,1.0,1.0094583807536672,0.9854739146948921,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-21,,0.0,0.006860455784802877,-0.006860455784802877,1.0,1.0163837253414265,0.9787131144760511,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-22,,0.0,0.0014988219376210754,-0.0014988219376210754,1.0,1.0179071035660092,0.977246197789437,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-23,,0.0,-0.012135682049788987,0.012135682049788987,1.0,1.0055541066009106,0.9891057469301747,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-26,,0.0,-0.03221115964497567,0.03221115964497567,1.0,0.9731640427415278,1.0209659900503054,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-27,,0.0,-0.035325766958357874,0.035325766958357874,1.0,0.9387862765553872,1.0570323966872317,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-28,,0.0,0.0019299940437478291,-0.0019299940437478291,1.0,0.9405981284774912,1.0549923304575768,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-29,,0.0,0.018861543373777545,-0.018861543373777545,1.0,0.9583392608750634,1.0350935468576485,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-07-30,,0.0,-0.008061406890750522,0.008061406890750522,1.0,0.9506136981537684,1.0434378571088583,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-02,,0.0,0.025476131585456363,-0.025476131585456363,1.0,0.9748316578148711,1.0168550969599064,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-03,,0.0,0.00014593391625838947,-0.00014593391625838947,1.0,0.9749739188163887,1.0167067033133397,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-04,,0.0,0.008995918499693945,-0.008995918499693945,1.0,0.9837447047293881,1.0075604926722403,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-05,,0.0,-0.006061640740331664,0.006061640740331664,1.0,0.9777815977491149,1.0136679624029712,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-06,,0.0,-0.005478239607813795,0.005478239607813795,1.0,0.9724250758725342,1.019221078383779,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-09,,0.0,0.01300400685961356,-0.01300400685961356,1.0,0.9850704982296409,1.0059671204890135,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-10,,0.0,0.011551360328629023,-0.011551360328629023,1.0,0.9964494025037935,0.9943468318014915,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-11,,0.0,-0.005514410636209388,0.005514410636209388,1.0,0.9909545713201822,0.9998300685468586,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-12,,0.0,-0.008372313741441206,0.008372313741441206,1.0,0.9826579887455742,1.0082009595688597,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-13,,0.0,-0.005503332763630353,0.005503332763630353,1.0,0.9772500948406676,1.0137494249419787,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-16,,0.0,-0.000992725405278616,0.000992725405278616,1.0,0.9762799538442083,1.0147557997507053,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-17,,0.0,-0.020981285430078933,0.020981285430078933,1.0,0.9557963454729387,1.036046680827103,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-18,,0.0,0.011750113697440723,-0.011750113697440723,1.0,0.9670270612038441,1.0238730145315285,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-19,,0.0,-0.006558730262512524,0.006558730262512524,1.0,0.9606845915528579,1.0305883214569063,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-20,,0.0,-0.019100642926777045,0.019100642926777045,1.0,0.9423348982043501,1.050273220989561,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-23,,0.0,0.01396649801751626,-0.01396649801751626,1.0,0.9554960166919576,1.03560458213076,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-24,,0.0,0.01085841666873466,-0.01085841666873466,1.0,0.9658711905665152,1.0243595560739334,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-25,,0.0,0.0019986130402851465,-0.0019986130402851465,1.0,0.9678015933232171,1.0223122577072232,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-26,,0.0,-0.019711483495843396,0.019711483495843396,1.0,0.9487247881891756,1.0424635489026175,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-27,,0.0,0.005296140252956771,-0.005296140252956771,1.0,0.9537493677288822,1.0369425157390342,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-30,,0.0,-0.0028526799032118078,0.0028526799032118078,1.0,0.951028626074861,1.0399005808144688,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-08-31,,0.0,-0.0015914336822993036,0.0015914336822993036,1.0,0.9495151270864947,1.0415555136250196,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-01,,0.0,0.013286554672559792,-0.013286554672559792,1.0,0.9621309117349519,1.0277168293487347,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-02,,0.0,-1.026807900672555e-05,1.026807900672555e-05,1.0,0.9621210324987354,1.0277273820263348,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-03,,0.0,-0.005411333200531332,0.005411333200531332,1.0,0.9569146750126455,1.033288757329789,0,126,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-06,,0.0,0.018721634668990017,-0.018721634668990017,1.0,0.9748296819676275,1.0139439027074861,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-07,,0.0,0.011978766572147359,-0.011978766572147359,1.0,0.9865069391755183,1.0017981053797012,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-08,,0.0,-0.004145945285539465,0.004145945285539465,1.0,0.9824169353818917,1.0059515055117625,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-09,,0.0,-0.00042637662329825243,0.00042637662329825243,1.0,0.9819980557663125,1.0063804197178845,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-10,,0.0,0.008754509548270617,-0.008754509548270617,1.0,0.9905949671219019,0.9975700527242717,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-13,,0.0,-0.00436020999218123,0.00436020999218123,1.0,0.9862757650480525,1.0019196676360607,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-14,,0.0,-0.014924894724400284,0.014924894724400284,1.0,0.9715557030854829,1.016873213197835,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-15,,0.0,-0.010135932123420899,0.010135932123420899,1.0,0.961708080424886,1.0271801710649333,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-16,,0.0,-0.012249040539763167,0.012249040539763167,1.0,0.9499280791603437,1.0397621426219485,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-17,,0.0,0.010033903945753542,-0.010033903945753542,1.0,0.9594595662620128,1.029329269156449,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-22,,0.0,-0.007036742628615533,0.007036742628615533,1.0,0.9527080962316639,1.0365723943036038,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-23,,0.0,0.006518353218838646,-0.006518353218838646,1.0,0.9589181841173492,1.0298156493006356,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-24,,0.0,-0.0007768070551388284,0.0007768070551388284,1.0,0.958173289706626,1.0306156173625047,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-27,,0.0,0.005761501867229679,-0.005761501867229679,1.0,0.9636938069044003,1.0246777235586746,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-28,,0.0,0.0013244843019906138,-0.0013244843019906138,1.0,0.9649702042235707,1.0233205539992216,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-29,,0.0,-0.01021739085922313,0.01021739085922313,1.0,0.9551107264795141,1.0337762200737084,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-09-30,,0.0,0.006712964399567145,-0.006712964399567145,1.0,0.9615223507840158,1.0268365171112346,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-08,,0.0,0.013061043321729748,-0.013061043321729748,1.0,0.9740808358624172,1.0134249608769106,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-11,,0.0,0.0012677639078770842,-0.0012677639078770842,1.0,0.9753157403894783,1.012140177288169,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-12,,0.0,-0.01060534541822733,0.01060534541822733,1.0,0.9649721800708138,1.022874273479976,0,127,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-13,,0.0,0.011521671471628858,-0.011521671471628858,1.0,0.9760902725088512,1.0110890521441587,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-14,,0.0,-0.005364253022705934,0.005364253022705934,1.0,0.9708542773141117,1.016512789648348,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-15,,0.0,0.0037650525784505007,-0.0037650525784505007,1.0,0.9745095947142128,1.0126855655486544,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-18,,0.0,-0.011623828341217002,0.011623828341217002,1.0,0.9631820624683859,1.0244568487262204,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-19,,0.0,0.009834289957700859,-0.009834289957700859,1.0,0.9726542741527563,1.0143820430266943,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-20,,0.0,-0.0025473721844834207,0.0025473721844834207,1.0,0.9701765617096606,1.01696605162754,0,128,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-21,,0.0,0.003633268026834058,-0.003633268026834058,1.0,0.9737014731917041,1.013271141387786,0,129,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-22,,0.0,0.006434632976326959,-0.006434632976326959,1.0,0.9799668848002016,1.0067511134874516,0,129,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2021-10-25,,0.0,0.003990136559853141,-0.003990136559853141,1.0,0.9838770864946882,1.0027340390628525,0,129,1.0,000300.XSHG,,2000000.0,2000000.0,0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
